,noc,name,lnk,dis,Date of Birth,Age,Gender,Sport Class,Languages spoken,Birth Country,Debut,Ambition,Hero,Influence,Philosophy,Award,Injuries
58,FRA,AGBLEMAGNON Gloria,../../../en/results/athletics/athlete-profile-n1358121-agblemagnon-gloria.htm,ATH, 10 Dec 1997,23.0, Female, F20,French,"
 France","2014 for France (ffsa.asso.fr, 15 Jun 2014)","To win gold at the 2020 Paralympic Games in Tokyo and the 2024 Paralympic Games in Paris. (paralympic.org, 04 Jul 2018)","French Para athlete Marie-Amelie Le Fur. (lyc-paul-gauguin-orleans.tice.ac-orleans-tours.fr, 16 Oct 2016)",,,,
59,BRA,AGRIPINO dos SANTOS Julio Cesar,../../../en/results/athletics/athlete-profile-n1361177-agripino-dos-santos-julio-cesar.htm,ATH, 17 Jan 1991,30.0, Male, T11,Portuguese,"
 Brazil",,,,"Coaches Balbino Santos, Luis Gustavo Candido, and Neide Santos. (voegol.com.br, 01 Mar 2020; Facebook page, 24 Jan 2017)","""For me, problems serve as fuel to further increase my will to fight and persist."" (Facebook page, 24 Jan 2017)",,
60,ESP,AGUILAR CARMONA Vicente,../../../en/results/football-5-a-side/athlete-profile-n1448811-aguilar-carmona-vicente.htm,FB5, 10 Apr 1970,51.0, Male, B1,Spanish,"
 Spain",,,,,"""Sport is essential for everyone, but especially for [people with a vision impairment] because it gives us orientation, mobility and autonomy. It also makes us lose fear and it comes in handy to relieve stress from work."" (diariovasco.com, 25 Sep 2019; marca.com, 08 Jun 2018)",,"He required surgery on a hernia in July 2019. (Facebook profile, 10 Jul 2019; once.es, 20 May 2019)"
61,CUB,AGUILERA CRUZ Ulicer,../../../en/results/athletics/athlete-profile-n1326225-aguilera-cruz-ulicer.htm,ATH, 29 Sep 1989,31.0, Male, F13,Spanish,"
 Cuba","2018 for Cuba (Athlete, 06 Nov 2019)","To compete at the 2020 Paralympic Games in Tokyo. (juventudrebelde, 10 Sep 2019)","German javelin thrower Thomas Rohler. (Athlete, 06 Nov 2019)","Coach Xiomara Rivero and his family. (Athlete, 06 Nov 2019)",,"In 2019 he was named one of the 10 Best Para Athletes by the National Institute of Sports, Physical Education and Recreation [INDER] in Cuba. (cibercuba.com, 10 Dec 2019)",
62,NGR,AGUNBIADE Tajudeen,../../../en/results/table-tennis/athlete-profile-n1638589-agunbiade-tajudeen.htm,TTE, 25 May 1975,46.0, Male, 9,English,,"1999 for Nigeria (ittf.com, 07 Sep 2020)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (ittf.com, 07 Sep 2020)","Swedish table tennis player Jan-Ove Waldner. (Ozone Motors Table Tennis Club Facebook page, 10 Oct 2020)",,"""I can categorically say that table tennis has opened a lot of opportunities for me in life. It has exposed me to the world and people don't look down on me again but they now see me as a champion and someone who is relevant. Generally, sport has changed my status in life and I now see that I have opportunities like every other person in life."" (ittf.com, 07 Sep 2020)",,
63,SWE,AHLQUIST Anna Carin,../../../en/results/table-tennis/athlete-profile-n1457364-ahlquist-anna-carin.htm,TTE, 5 Jun 1972,49.0, Female, 3,"English, French, German, Swedish","
 Sweden","2007 for Sweden Against Jolanda Paardekam, in Kranjska Gora, Slovenia (Athlete, 27 Jun 2015)","To compete at the 2020 Paralympic Games in Tokyo. (anna-carinahlquist.se, 20 Jan 2021)","Swedish Para table tennis player Ernst Bollden, Swedish table tennis player Jorgen Persson. (Athlete, 27 Jun 2015)","Her mother and father. (Athlete, 27 Jun 2015)","""Always do your best and you will win gold."" (Athlete, 27 Jun 2015)","She was named Female Para Star for 2013 at the inaugural International Table Tennis Federation [ITTF] Star Awards. (ittf.com, 11 Jan 2014)",
64,MAS,AHMAD TARMIZI Zuhairi,../../../en/results/cycling-road/athlete-profile-n1401589-ahmad-tarmizi-zuhairi.htm,CRD, 26 Jul 1990,31.0, Male, C5,"English, Malay","
 Malaysia",,"To compete at the 2020 Paralympic Games in Tokyo. (hmetro.com.my, 26 Jan 2018)",,,,"He was named Male Para Athlete of the Year at the 2018 Terengganu Sports Awards in Malaysia. (teganukita.net, 18 Mar 2019)",
65,MAS,AHMAD TARMIZI Zuhairie,../../../en/results/cycling-track/athlete-profile-n1401589-ahmad-tarmizi-zuhairie.htm,CTR, 26 Jul 1990,31.0, Male, C5,"English, Malay","
 Malaysia",,"To compete at the 2020 Paralympic Games in Tokyo. (hmetro.com.my, 26 Jan 2018)",,,,"He was named Male Para Athlete of the Year at the 2018 Terengganu Sports Awards in Malaysia. (teganukita.net, 18 Mar 2019)",
66,IRI,AHMADI Amirreza,../../../en/results/wheelchair-basketball/athlete-profile-n1558433-ahmadi-amirreza.htm,WBK, 16 Oct 2000,20.0, Male, 3.5,Farsi,"
 Islamic Republic of Iran","2017 for Iran Against Thailand, in Thailand (Athlete, 22 Aug 2021)",,,,"""Never give up."" (Athlete, 22 Aug 2021)",,
67,EGY,AHMED Aya,../../../en/results/goalball/athlete-profile-n1709054-ahmed-aya.htm,GBL, 6 Dec 1995,25.0, Female, B1,,,,,,,,,
68,EGY,AHMED Mohamed,../../../en/results/powerlifting/athlete-profile-n1466217-ahmed-mohamed.htm,PWL, 8 Jan 1982,39.0, Male, PWL,"Arabic, English","
 Egypt","2007 for Egypt (Athlete, 12 Jul 2019)",,,"Egyptian Para powerlifter Metwaly Mathana. (Athlete, 12 Jul 2019)",,,
69,EGY,AHMED Rehab,../../../en/results/powerlifting/athlete-profile-n1457950-ahmed-rehab.htm,PWL, 2 Mar 1991,30.0, Female, PWL,"Arabic, English","
 Egypt",,"To break the Paralympic record. (Athlete, 25 Aug 2021)","Egyptian Para powerlifter Sherif Osman. (Athlete, 25 Aug 2021)","Her coaches Abdelhakim Fares and Shabaan Desouky. (Athlete, 25 Aug 2021)","""There is always time to reach your ambitions."" )Athlete, 25 Aug 2021)",,
70,CHN,AI Xinliang,../../../en/results/archery/athlete-profile-n1718048-ai-xinliang.htm,ARC, 19 May 1997,24.0, Male, W2,Mandarin,,,"To win gold at the 2020 Paralympic Games in Tokyo. (new.qq.com, 28 Oct 2018; k.sina.com.cn, 07 Sep 2020)",,,,,
71,THA,AINGCHAIYAPHUM Phuchit,../../../en/results/swimming/athlete-profile-n1726115-aingchaiyaphum-phuchit.htm,SWM, 31 Aug 2001,20.0, Male, S5,Thai,"
 Thailand","2017 for Thailand, International Tournament in Kuala Lumpur, Malaysia (Athlete, 09 Sep 2019)",,,,,,
72,MAR,AIT AL HAKEM Abdellali,../../../en/results/football-5-a-side/athlete-profile-n1725774-ait-al-hakem-abdellali.htm,FB5, 15 Nov 1993,27.0, Male, GK,,,,,,,,,
73,MAR,AIT BAJJA Elhabib,../../../en/results/football-5-a-side/athlete-profile-n1484373-ait-bajja-elhabib.htm,FB5, 25 Feb 1998,23.0, Male, B1,Arabic,,,,,,,,
74,NZL,AITCHISON Danielle,../../../en/results/athletics/athlete-profile-n1616439-aitchison-danielle.htm,ATH, 16 Aug 2001,20.0, Female, T36,English,"
 New Zealand","2019 for New Zealand, World Championships in Dubai, United Arab Emirates (Athlete, 06 Nov 2019)","To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 06 Nov 2019)","New Zealand sprinter Zoe Hobbs. (Athlete, 06 Nov 2019)","Her mother Tracy. (Athlete, 06 Nov 2019)","""Focus only on yourself, you can only control what you do."" (Athlete, 06 Nov 2019)","In 2018 she was named Best Female Para Athlete at the New Zealand Secondary Schools Athletic Association [NZSSAA] track, road and field championships. (NZ Paralympic Team Twitter page, 05 Dec 2018)",
75,IND,AJEET SINGH,../../../en/results/athletics/athlete-profile-n1641934-ajeet-singh.htm,ATH, 5 Sep 1993,28.0, Male, F46,"English, Hindi",,,"To win gold and set a world record at the 2020 Paralympic Games in Tokyo. (firstsportz.com, 13 Feb 2021)",,,"""To me, pain is like jewellery on an athlete. If there isn't any pain then the success can never be worth it."" (gulfnews.com, 07 Nov 2019)",,
76,JPN,AKAI Daiki,../../../en/results/athletics/athlete-profile-n1726870-akai-daiki.htm,ATH, 12 Mar 1999,22.0, Male, T20,Japanese,"
 Japan","2018 for Japan, Asian Para Games in Jakarta, Indonesia (Athlete, 15 Nov 2019)","To compete at the 2020 Paralympic Games in Tokyo, and take up the marathon event. (nara-x.jimdo.com, 09 Mar 2019; gomutimes.co.jp, 26 Oct 2020)","British athlete Mo Farah. (Athlete, 15 Nov 2019)","Coach Usami Ito. (Athlete, 15 Nov 2019)",,,
77,JPN,AKAISHI Ryuga,../../../en/results/wheelchair-basketball/athlete-profile-n1716612-akaishi-ryuga.htm,WBK, 11 Sep 2000,20.0, Male, 2.5,Japanese,"
 Japan","2018 for Japan, Asian Para Games in Jakarta, Indonesia (paraspoplus.com, 09 Mar 2019)","To win a medal at the 2020 Paralympic Games in Tokyo. (saitama-lions.com, 04 May 2021)","Japanese baseball player Shohei Otani. (city.saitama.jp, 17 Apr 2021)",,"""Talk the talk and walk the walk."" (city.saitama.jp, 17 Apr 2021)",,
78,JPN,AKAKURA Sachie,../../../en/results/sitting-volleyball/athlete-profile-n1708765-akakura-sachie.htm,VBS, 30 Apr 1974,47.0, Female, VS1,Japanese,,,"To compete at the 2020 Paralympic Games in Tokyo. (Ameba profile, 09 Feb 2017)",,,,"In 2014 she received the Kyoto City Sports Award in Japan. (kyoto.lg.jp, 22 Dec 2014)",
79,IND,AKASH,../../../en/results/shooting/athlete-profile-n1727040-akash.htm,SHO, 12 Jul 1990,31.0, Male, SH1,,"
 India",,,,"His father. ""My father was poor, and we had no money, but he did his best to support my interest in shooting."" (thebridge.in, 30 Aug 2019)",,"In 2021 he was presented the Laxman Award by the state government of Uttar Pradesh in India. (Twitter profile, 28 Mar 2021; livehindustan.com, 24 Jan 2021)",
80,INA,AKBAR Komet,../../../en/results/table-tennis/athlete-profile-n1722354-akbar-komet.htm,TTE, 10 Jan 1986,35.0, Male, 10,Indonesian,"
 Indonesia",,"To compete at the 2020 Paralympic Games in Tokyo. (jawapos.com, 24 Nov 2018)",,,,"He and men's doubles partner David Jacobs were named Para Athlete Pair of the Year at the 2018 Indonesian Sport Awards. (jawapos.com, 24 Nov 2018)",
81,TUR,AKBULUT Oguz,../../../en/results/athletics/athlete-profile-n1729610-akbulut-oguz.htm,ATH, 6 May 1992,29.0, Male, T12,Turkish,"
 Turkey",,"To win a medal at the 2020 Paralympic Games in Tokyo. (iha.com.tr, 03 Dec 2019)","Moroccan distance runner Hicham El Guerrouj. (Athlete, 09 Nov 2019)","Coach Erturk Yamen. (Athlete, 09 Nov 2019)",,,
82,MAR,AKERMACH Rajae,../../../en/results/taekwondo/athlete-profile-n1477902-akermach-rajae.htm,TKW, 15 Jul 1997,24.0, Female, K44,"Arabic, English, French, German","
 Morocco",,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (World Taekwondo YouTube channel, 25 Feb 2020)",,"Her mother and coach. (Athlete, 29 Aug 2021)",,,"She was forced to retire from the final bout of the 2017 World Championships in London, England, after sustaining an injury during the second round. (copperboxarena.org.uk, 19 Oct 2017)"
83,UZB,AKHMATKHONOVA Dilafruzkhon,../../../en/results/athletics/athlete-profile-n1725502-akhmatkhonova-dilafruzkhon.htm,ATH, 23 Jun 1990,31.0, Female, F35,Uzbek,,"2015 for Uzbekistan, in China (Athlete, 23 Oct 2015)","To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 19 Aug 2021)","Uzbekistani tennis player Denis Istomin. (Athlete, 23 Oct 2015)",,,,
84,JPN,AKITA Kei,../../../en/results/wheelchair-basketball/athlete-profile-n1716613-akita-kei.htm,WBK, 22 Feb 1990,31.0, Male, 3.5,Japanese,"
 Japan",,"To compete at the 2020 Paralympic Games in Tokyo. (tarui-school.ed.jp, 28 Nov 2018)",,,,"He received an Achievement Award at the 2018 Gifu Para Sports Association Awards in Japan. (pref.gifu.lg.jp, 2018)",
85,TUR,AKKAYA Hakan,../../../en/results/wheelchair-fencing/athlete-profile-n1729597-akkaya-hakan.htm,WFE, 7 Mar 1995,26.0, Male, A,Turkish,,,"To win a medal at the 2020 Paralympic Games in Tokyo. (dailysabah.com, 07 Feb 2019)",,,"""My life was a mess before I took up sport. I felt like I was disconnected from the world. Then, one day, I decided to change everything in my life. Sport helped me to achieve this goal."" (dailysabah.com, 07 Feb 2019)",,
86,TUR,AKSOY Ridvan,../../../en/results/wheelchair-basketball/athlete-profile-n1729904-aksoy-ridvan.htm,WBK, 2 Feb 2000,21.0, Male, 1.0,Turkish,,,,,,,,
87,TUR,AKSOY Vedat,../../../en/results/archery/athlete-profile-n1729545-aksoy-vedat.htm,ARC, 20 Mar 1988,33.0, Male, W2,,,,,,,,,
88,OMA,AL HARRASI Taha,../../../en/results/athletics/athlete-profile-n1459244-al-harrasi-taha.htm,ATH, 10 Oct 1993,27.0, Male, T36,Arabic,"
 Oman","2018 for Oman (paralympic.org, 18 Mar 2021; Athlete, 08 Nov 2019)","To compete at the 2020 Paralympic Games in Tokyo. (omandaily.om, 21 Mar 2021)","Jamaican sprinter Usain Bolt and Omani sprinter Barakat Al-Harthi. (Athlete, 08 Nov 2019)",,,,
89,RPT,AL HUSSEIN Ibrahim,../../../en/results/swimming/athlete-profile-n1721562-al-hussein-ibrahim.htm,SWM, 23 Sep 1988,32.0, Male," SB8,S9","Arabic, Greek","
 Syrian Arab Republic","2016 (Athlete, 01 Sep 2019)","To win a medal at the 2020 Paralympic Games in Tokyo. (paralympic.org, 27 Aug 2018)","US swimmer Michael Phelps. (Athlete, 05 Dec 2017)","His father, and coach Alexandros Tsoltos. (Athlete, 01 Sep 2019)","""I want every refugee to have opportunities in sport. I cannot imagine my life without sport. I can stop eating but I cannot stop having sport in my life. It is what keeps me going."" (paralympic.org, 29 Nov 2016)","He received the 2016 Mildred ""Babe"" Didrikson Zaharias Courage Award from the United States Sports Academy. The honour is given to the athlete showing courage and dedication to their sport in the face of incredible odds. (aroundtherings.com, 03 Jul 2017)","Prior to 2012 he fell off a building while working and needed pins in his left ankle. (Athlete, 05 Sep 2016)"
90,RPT,AL KHALIFA Anas,../../../en/results/canoe-sprint/athlete-profile-n1721234-al-khalifa-anas.htm,CSP, 6 Apr 1993,28.0, Male," KL1,VL2","Arabic, German","
 Syrian Arab Republic",,"To win a medal at the 2020 Paralympic Games in Tokyo. (kanu.de, 30 Jun 2021)",,"Coach Ognyana Dusheva. (paralympic.org, 02 Jun 2021)","""Everybody has to fight and keep on going. Nothing is too difficult. If you have to try one time or 100 times, you have to just keep on going."" (paralympic.org, 02 Jun 2021)",,"His training was disrupted for several months by a dislocated shoulder in the build-up to the 2020 Paralympic Games in Tokyo. (kanu.de, 30 Jun 2021)"
91,OMA,AL MASHAYKHI Mohammed,../../../en/results/athletics/athlete-profile-n1459235-al-mashaykhi-mohammed.htm,ATH, 7 Mar 1991,30.0, Male, F32,"Arabic, English","
 Oman",,,,"Coach Sonia Mustafa. (Athlete, 03 Sep 2016)","""Every moment in my sports career, I consider a success. I appreciate every experience as a successful one."" (facesoman.com, 27 Jun 2021)",,"An injury in late 2019 left him out of action for six months. He returned to competition at an international meet in Morocco in February 2020, where he won two gold medals. (omanobserver.om, 29 Feb 2020, 28 Feb 2020)"
92,IRQ,AL-AGEELI Faris,../../../en/results/powerlifting/athlete-profile-n1483819-al-ageeli-faris.htm,PWL, 20 May 1974,47.0, Male, PWL,"Arabic, English","
 Iraq","2003 for Iraq (Athlete, 12 Jul 2019)","To compete at the 2020 Paralympic Games in Tokyo. (annahar.com, 06 Sep 2018)","His parents. (Athlete, 23 Aug 2021)","His parents. (Athlete, 23 Aug 2021)",,"He was flag bearer for Iraq at the opening ceremony of the 2012 Paralympic Games in London. (paralympic.org, 29 Aug 2012)",
93,ESP,ALAMAR GARCIA Sergio,../../../en/results/football-5-a-side/athlete-profile-n1464205-alamar-garcia-sergio.htm,FB5, 20 Oct 2000,20.0, Male, B1,Spanish,"
 Spain","2016 for Spain (proyectofer.es, 30 Aug 2016)","To compete at the 2020 Paralympic Games in Tokyo. (ProyectoFER YouTube channel, 24 Oct 2019)",,,"""Para football has given me everything. Not just trips or victories, but it has taught me that you can't always get what you want. That has made me want to try even harder."" (diariovasco.com, 25 Sep 2019)",,
94,UAE,ALARYANI Abdulla Saif,../../../en/results/shooting/athlete-profile-n1307866-alaryani-abdulla-saif.htm,SHO, 8 Dec 1975,45.0, Male, SH1,"Arabic, English","
 United Arab Emirates","2008 for United Arab Emirates (Athlete, 01 Sep 2016)","To compete at the 2020 Paralympic Games in Tokyo. (uaenpc.ae, 07 May 2018)",,"His father. (Athlete, 01 Sep 2016)",,"He was named the 2012 Athlete of the Year by the Dubai Sports Council in the United Arab Emirates. (uaeinteract.com, 08 Jan 2013)",
95,UAE,ALARYANI Abdulla Sultan,../../../en/results/shooting/athlete-profile-n1307864-alaryani-abdulla-sultan.htm,SHO, 12 Aug 1970,51.0, Male, SH1,,"
 United Arab Emirates",,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (alittihad.ae, 19 Oct 2018; sport360.com, 20 Sep 2017)",,,"""I believe that sport is the most important vehicle that can bring people together, establish common ground and resolve conflicts."" (britishcouncil.org, 04 Dec 2011)","He was named Athlete of the Month for January 2016 by the International Paralympic Committee [IPC]. (paralympic.org, 09 Feb 2016)","He was affected by a fever and vomiting at the 2018 World Championships in Cheongju, Republic of Korea. He was still able to win gold at the event. (paralympic.org, 11 May 2018)"
96,ISL,ALBERTSDOTTIR Arna,../../../en/results/cycling-road/athlete-profile-n1476932-albertsdottir-arna.htm,CRD, 8 Jun 1990,31.0, Female, H3,"English, Icelandic","
 Iceland",,"To compete at the 2020 Paralympic Games in Tokyo. (ruv.is, 08 Nov 2020)",,"Coach Fannar Karvel. (Athlete, 22 Aug 2021)","""Handcycling gives me so much, both in terms of exercise and my general physical health. Exercise is of course important for everyone, but especially for people with spinal cord injuries."" (visir.is, 29 Jun 2019)",,
97,GER,ALBRECHT Dominik,../../../en/results/sitting-volleyball/athlete-profile-n1378208-albrecht-dominik.htm,VBS, 12 Apr 1987,34.0, Male, VS2,"English, German","
 Germany",,"To win a medal at the 2020 Paralympic Games in Tokyo. (rheinische-anzeigenblaetter.de, 09 Jun 2021)",,,"""Only dead fish go with the flow."" (Sitting Volleyball Team Germany Facebook page, 06 Dec 2015)","He was named Most Valuable Player [MVP] at the 2021 Olympic Qualifying Tournament in Duisburg, Germany. (rheinische-anzeigenblaetter.de, 09 Jun 2021)",
98,GER,ALBRECHT Jens Eicke,../../../en/results/wheelchair-basketball/athlete-profile-n1379520-albrecht-jens-eicke.htm,WBK, 2 Jun 1991,30.0, Male, 3.0,"English, German","
 Germany",,"To compete at the 2020 Paralympic Games in Tokyo. (teamdeutschland-paralympics.de, 2021)",,,,,
99,AUS,ALBURY Simon,../../../en/results/rowing/athlete-profile-n1713835-albury-simon.htm,ROW, 9 May 1982,39.0, Male, PR2,English,"
 Australia",,,,,,,
100,BRA,ALCALDE RODRIGUEZ Roberto,../../../en/results/swimming/athlete-profile-n1361245-alcalde-rodriguez-roberto.htm,SWM, 14 Jan 1992,29.0, Male," SB5,SM6","Portuguese, English","
 Brazil","2010 for Brazil, World Championships in Eindhoven, Netherlands (Athlete, 19 Jul 2015)",,"Brazilian mixed martial artist Wanderlei Silva. (Athlete, 31 Aug 2010)","His parents. (Athlete, 19 Jul 2015)","""Who dares wins."" (Athlete, 31 Aug 2010)",,
101,MEX,ALCAZAR FIGUEROA Matilde Estefania,../../../en/results/swimming/athlete-profile-n1363339-alcazar-figueroa-matilde-estefania.htm,SWM, 3 Sep 1995,26.0, Female," S11,SM11","English, Spanish","
 Mexico",,"To win a medal at the 2020 Paralympic Games in Tokyo. (gob.mx, 08 Jul 2020)",,"Her mother. (Athlete, 03 Dec 2017)","""Success is for everybody, but it has to be built every single day."" (Athlete, 03 Dec 2017)","She received the 2019 Mexico City State Sports Award in recognition of her achievements during the period from 11 October 2018 to 10 October 2019. (unamglobal.unam.mx, 05 Nov 2019)",
